{
	{0,2,1,3,},
	{1,3,4,5,},
	{6,8,7,9,},
	{7,9,10,11,},
	{8,8,9,9,},
	{9,9,11,11,},
	{12,13,12,14,},
	{12,13,15,16,},
	{13,13,14,13,},
	{13,13,16,16,},
	{8,17,9,18,},
	{9,18,11,19,},
	{13,13,13,14,},
	{13,20,14,20,},
	{13,20,16,21,},
	{0,2,4,5,},
	{22,22,22,22,},
	{23,25,24,26,},
	{22,22,27,27,},
	{12,13,12,13,},
	{13,13,13,13,},
	{28,30,29,31,},
	{32,22,32,22,},
	{32,22,33,27,},
	{34,34,34,34,},
	{35,35,35,35,},
	{36,38,37,39,},
	{40,40,40,40,},
	{22,41,22,41,},
	{22,41,27,42,},
	{7,9,7,9,},
	{9,9,9,9,},
};
