{
	{0,0,1,1,},
	{2,4,3,5,},
	{6,8,7,9,},
	{4,10,5,11,},
	{12,13,9,14,},
	{15,15,16,16,},
	{16,16,15,16,},
	{15,16,15,15,},
	{15,15,15,15,},
	{16,15,16,17,},
	{16,16,16,16,},
	{16,15,16,16,},
	{15,16,16,16,},
	{16,16,18,18,},
	{16,16,15,15,},
	{19,20,7,21,},
	{16,15,15,15,},
	{22,16,22,16,},
	{22,16,23,18,},
	{15,15,16,15,},
	{16,16,17,15,},
	{16,16,18,16,},
	{24,24,24,24,},
	{25,25,25,25,},
	{16,16,16,26,},
	{27,24,27,24,},
	{16,28,16,28,},
	{16,28,18,29,},
	{15,15,15,16,},
	{24,27,24,27,},
	{2,4,30,31,},
	{3,5,6,8,},
	{19,20,7,9,},
	{4,4,31,31,},
	{5,5,12,8,},
	{20,20,9,9,},
	{16,16,16,15,},
};
